Date,Defensive Day,Defensive Comp,Defensive Round,Defensive Venue,Defensive Result,Defensive Squad,Defensive Opponent,Defensive Start,Defensive Pos,Defensive Min,Defensive Tkl,Defensive TklW,Defensive Def 3rd,Defensive Mid 3rd,Defensive Att 3rd,Defensive Tkl.1,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,Defensive Match Report
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,W 2–0,dk Denmark,at Austria,Y,FW,45,,,,,,,,,,,,,,,,,Match Report
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,W 2–0,dk Denmark,at Austria,Y,GK,90,,,,,,,,,,,,,,,,,Match Report
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,W 2–0,dk Denmark,at Austria,Y,CM,90,,,,,,,,,,,,,,,,,Match Report
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,W 2–0,dk Denmark,at Austria,Y*,CB,60,,,,,,,,,,,,,,,,,Match Report
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,W 2–0,dk Denmark,at Austria,Y,DM,62,,,,,,,,,,,,,,,,,Match Report
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,W 2–0,dk Denmark,at Austria,N,,1,,,,,,,,,,,,,,,,,Match Report
16-11-2018,Fri,UEFA Nations League,League B,Away,W 2–1,dk Denmark,wls Wales,N,,21,,,,,,,,,,,,,,,,,Match Report
16-11-2018,Fri,UEFA Nations League,League B,Away,W 2–1,dk Denmark,wls Wales,Y*,RM,90,,,,,,,,,,,,,,,,,Match Report
16-11-2018,Fri,UEFA Nations League,League B,Away,W 2–1,dk Denmark,wls Wales,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
16-11-2018,Fri,UEFA Nations League,League B,Away,W 2–1,dk Denmark,wls Wales,Y,GK,90,,,,,,,,,,,,,,,,,Match Report
16-11-2018,Fri,UEFA Nations League,League B,Away,W 2–1,dk Denmark,wls Wales,Y,LM,90,,,,,,,,,,,,,,,,,Match Report
16-11-2018,Fri,UEFA Nations League,League B,Away,W 2–1,dk Denmark,wls Wales,Y,CM,90,,,,,,,,,,,,,,,,,Match Report
16-11-2018,Fri,UEFA Nations League,League B,Away,W 2–1,dk Denmark,wls Wales,Y,LB,90,,,,,,,,,,,,,,,,,Match Report
16-11-2018,Fri,UEFA Nations League,League B,Away,W 2–1,dk Denmark,wls Wales,Y,CB,90,,,,,,,,,,,,,,,,,Match Report
19-11-2018,Mon,UEFA Nations League,League B,Home,D 0–0,dk Denmark,ie Rep. of Ireland,Y,FW,77,,,,,,,,,,,,,,,,,Match Report
19-11-2018,Mon,UEFA Nations League,League B,Home,D 0–0,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
19-11-2018,Mon,UEFA Nations League,League B,Home,D 0–0,dk Denmark,ie Rep. of Ireland,Y*,AM,45,,,,,,,,,,,,,,,,,Match Report
19-11-2018,Mon,UEFA Nations League,League B,Home,D 0–0,dk Denmark,ie Rep. of Ireland,Y,DM,90,,,,,,,,,,,,,,,,,Match Report
19-11-2018,Mon,UEFA Nations League,League B,Home,D 0–0,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
19-11-2018,Mon,UEFA Nations League,League B,Home,D 0–0,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,N,,31,,,,,,,,,,,,,,,,,Match Report
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,Y*,GK,90,,,,,,,,,,,,,,,,,Match Report
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,Y,DM,90,,,,,,,,,,,,,,,,,Match Report
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,N,,45,,,,,,,,,,,,,,,,,Match Report
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,Y,FW,90,,,,,,,,,,,,,,,,,Match Report
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,Y,DM,90,,,,,,,,,,,,,,,,,Match Report
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,N,,31,,,,,,,,,,,,,,,,,Match Report
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,Y,CB,59,,,,,,,,,,,,,,,,,Match Report
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,D 2–2,dk Denmark,xk Kosovo,N,,31,,,,,,,,,,,,,,,,,Match Report
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,N,,21,,1,,,,,,,,,,,1,,,,Match Report
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,Y,GK,90,,0,,,,,,,,,,,0,,,,Match Report
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,Y,AM,90,,1,,,,,,,,,,,0,,,,Match Report
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,Y,FW,90,,0,,,,,,,,,,,2,,,,Match Report
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,Y,DM,90,,3,,,,,,,,,,,1,,,,Match Report
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,Y*,CB,90,,0,,,,,,,,,,,1,,,,Match Report
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,Y,LB,90,,0,,,,,,,,,,,0,,,,Match Report
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,D 3–3,dk Denmark,ch Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,DM,90,,0,,,,,,,,,,,0,,,,Match Report
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,GK,90,,0,,,,,,,,,,,0,,,,Match Report
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,N,,28,,0,,,,,,,,,,,0,,,,Match Report
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,CM,76,,0,,,,,,,,,,,1,,,,Match Report
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y*,CB,62,,0,,,,,,,,,,,0,,,,Match Report
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,CB,90,,0,,,,,,,,,,,1,,,,Match Report
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,LB,90,,1,,,,,,,,,,,0,,,,Match Report
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,RB,90,,1,,,,,,,,,,,0,,,,Match Report
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,FW,90,,2,,,,,,,,,,,0,,,,Match Report
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,N,,19,,0,,,,,,,,,,,0,,,,Match Report
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,GK,90,,0,,,,,,,,,,,0,,,,Match Report
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y*,CB,90,,1,,,,,,,,,,,0,,,,Match Report
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,N,,26,,0,,,,,,,,,,,0,,,,Match Report
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,LB,90,,0,,,,,,,,,,,0,,,,Match Report
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,DM,90,,2,,,,,,,,,,,1,,,,Match Report
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,CB,90,,0,,,,,,,,,,,3,,,,Match Report
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,AM,90,,0,,,,,,,,,,,0,,,,Match Report
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,D 1–1,dk Denmark,ie Rep. of Ireland,Y,FW,64,,1,,,,,,,,,,,0,,,,Match Report
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,FW,90,,0,,,,,,,,,,,0,,,,Match Report
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y*,CB,90,,1,,,,,,,,,,,0,,,,Match Report
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,CB,90,,0,,,,,,,,,,,0,,,,Match Report
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,DM,72,,1,,,,,,,,,,,3,,,,Match Report
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,GK,90,,0,,,,,,,,,,,0,,,,Match Report
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,LB,90,,0,,,,,,,,,,,1,,,,Match Report
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,CM,90,,2,,,,,,,,,,,0,,,,Match Report
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,FW,66,,0,,,,,,,,,,,0,,,,Match Report
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,CM,90,,4,,,,,,,,,,,3,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,GK,90,,0,,,,,,,,,,,0,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y*,CB,35,,0,,,,,,,,,,,0,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,N,,16,,0,,,,,,,,,,,0,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,DM,90,,4,,,,,,,,,,,0,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,CB,90,,0,,,,,,,,,,,0,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,FW,90,,2,,,,,,,,,,,0,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,DM,90,,0,,,,,,,,,,,2,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,DM,90,,0,,,,,,,,,,,1,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,Y,LB,90,,0,,,,,,,,,,,0,,,,Match Report
06-10-2019,Mon,UEFA Euro Qualifying,Group stage,Home,W 5–1,dk Denmark,ge Georgia,N,,29,,1,,,,,,,,,,,0,,,,Match Report
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,Y,FW,60,,,,,,,,,,,,,,,,,Match Report
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,Y*,CB,82,,,,,,,,,,,,,,,,,Match Report
15-10-2019,Tue,Friendlies (M),Friendlies (M),Home,W 4–0,dk Denmark,lu Luxembourg,N,,8,,,,,,,,,,,,,,,,,Match Report
